plat_id,ingredient_id,quantite,unite
1537,57,3,grand
1537,30,2,cuillères à café
1538,1103,,olive
1538,100,3,clous de girofle
1538,490,6,grand
1538,14,1,cuillère à café
1538,969,1,cuillère à café
1538,158,0.5,cuillère à café
1538,1209,1,pot
1538,15,1.5,tasses
1538,1056,2,pochettes
1538,325,1,
1538,49,1,cuillère à café
1539,213,1,entier
1539,3,0.5,tasse
1539,662,0.25,tasse
1539,92,2,tasses
1539,383,0.5,tasse
1539,100,2,clous de girofle
1539,199,1,
1539,101,1,
1539,625,1,
1539,14,1,cuillère à café
1539,111,0.25,cuillère à café
1539,26,0.25,tasse
1540,1967,1,
1540,568,1,livre
1540,718,3,bocaux
1540,719,2,conteneurs
1540,49,2,
1540,348,2,
1540,217,1,
1541,126,1.5,livres
1541,57,2,
1541,127,1.5,tasses
1541,42,0.25,tasse
1541,4,0.75,tasse
1541,5,,sel
1541,107,2,tasses
1541,625,2,
1541,15,2,tasses
1541,10,0.66666668653488,tasse
1541,31,0.66666668653488,tasse
1541,236,1,cuillerée à soupe
1541,206,1,cuillère à café
1541,385,1,cuillère à café
1542,442,0.5,tasse
1542,1814,12,tranches
1542,134,1,cuillerée à soupe
1542,203,1,livre
1542,38,2,cuillères à café
1542,613,1,tasse
1542,64,,sel
1543,134,1,cuillerée à soupe
1543,42,1,grand
1543,1954,2,livres
1543,1740,2,
1543,15,2,tasses
1543,50,3,cuillères à soupe
1543,111,1,cuillerée à soupe
1543,35,1,cuillerée à soupe
1543,1410,1.5,
1543,348,1,livre
1543,49,1.5,tasses
1543,377,,aluminium
1544,585,1,livre
1544,1971,1,
1544,48,0.5,tasse
1544,35,1,cuillerée à soupe
1544,154,1,
1544,52,0.5,tasse
1544,100,1.5,cuillères à soupe
1544,2091,1,cuillerée à soupe
1545,1839,1,miche de pain
1545,719,1,récipient
1545,1012,1,récipient
1545,1340,0.33333334326744,tasse
1545,1780,0.33333334326744,tasse
1545,31,0.25,tasse
1545,911,1,bar
1545,876,0.5,
1545,2092,1,tasse
1545,911,3,carrés
1546,719,2,tasses
1546,770,1,
1546,1141,1.5,tasses
1546,57,2,
1546,64,,sel
1546,718,0.25,tasse
1546,2093,1,
1546,718,0.5,tasse
1546,1141,0.5,tasse
1547,52,0.25,tasse
1547,2094,1,grand
1547,36,3,brins
1547,100,2,cuillères à café
1547,101,4,
1547,112,0.25,cuillère à café
1547,50,10,feuilles
1547,563,,lourd
1547,5,,sel
1548,805,1,livre
1548,42,0.75,tasse
1548,462,1,tranche
1548,100,1.25,cuillères à café
1548,265,1,cube
1548,15,4,tasses
1548,147,2,
1548,482,2,tasses
1548,97,0.33333334326744,tasse
1549,1441,1,livre
1549,5,,sel
1549,57,2,grand
1549,15,1,cuillerée à soupe
1549,1724,1,tasse
1549,146,0.25,tasse
1549,19,0.5,cuillère à café
1549,144,,cuisson
1549,235,0.667,tasse
1549,334,0.5,tasse
1549,442,2,cuillères à soupe
1549,100,3,clous de girofle
1549,456,2,cuillères à café
1549,36,0.5,cuillère à café
1549,53,1,cuillère à café
1549,15,1,cuillerée à soupe
1549,35,2,cuillères à soupe
1550,1025,1,
1550,205,3,cuillères à soupe
1550,44,3,tiges
1550,136,3,
1550,42,1,Espagnol
1550,1028,1,
1550,100,2,clous de girofle
1550,1165,1,tasse
1550,15,2,tasses
1550,1025,1,
1550,101,1,
1550,2095,1.5,tasses
1550,490,1,
1550,140,1,cuillerée à soupe
1550,51,1,cuillerée à soupe
1550,158,0.25,cuillère à café
1550,482,1,bouquet
1550,14,1,cuillerée à soupe
1550,22,1,cuillerée à soupe
1551,201,1,tasse
1551,52,2,cuillères à soupe
1551,282,1,tasse
1551,57,4,
1551,719,4,tasses
1551,282,1,cuillerée à soupe
1551,30,2,cuillères à café
1551,595,2,cuillères à soupe
1551,33,2,cuillères à café
1551,9,2,cuillères à soupe
1551,2096,1,cuillerée à soupe
1552,2097,0.75,tasse
1552,309,0.75,tasse
1552,57,2,
1552,31,6,cuillères à soupe
1552,2098,1,cuillère à café
1552,97,0.75,tasse
1553,1611,2,tasses
1553,339,1,rouge
1553,339,1,jaune
1553,339,1,orange
1553,339,1,vert
1553,382,1,grand
1553,134,2,cuillères à soupe
1553,442,1,cuillerée à soupe
1553,206,0.25,cuillère à café
1553,14,0.25,cuillère à café
1553,22,0.25,cuillère à café
1553,1842,1,
1553,2099,1,
1553,2100,1,cuillerée à soupe
1554,2085,1,miche de pain
1554,101,6,Rome
1554,2086,0.5,tasse
1554,100,3,clous de girofle
1554,134,2,cuillères à soupe
1554,442,1,cuillerée à soupe
1554,50,0.25,tasse
1554,14,0.25,cuillère à café
1554,22,0.25,cuillère à café
1554,1996,1,tasse
1555,52,0.25,tasse
1555,134,2,cuillères à soupe
1555,100,6,clous de girofle
1555,158,1,cuillère à café
1555,195,,sel
1555,86,1.5,livres
1555,91,3,tasses
1555,1721,1,
1555,654,0.5,tasse
1556,34,0.875,tasse
1556,127,0.25,tasse
1556,57,6,
1556,31,0.875,tasse
1556,1800,3,cuillères à café
1556,235,0.75,tasse
1556,3,1,tasse
1556,12,2,cuillères à café
1556,32,1,cuillère à café
1556,14,1,pincer
1556,2005,1.5,tasses
1556,182,0.75,tasse
1557,3,2,tasses
1557,57,3,
1557,14,1,pincer
1557,99,2,tasses
1557,282,1.25,tasses
1557,31,0.5,tasse
1557,543,3,cuillères à soupe
1557,69,2,cuillères à café
1558,52,2,tasses
1558,4,4,tasses
1558,3,12,tasses
1558,31,1.5,tasses
1558,13,1,tasse
1558,186,2.5,cuillères à café
1558,12,1,cuillère à café
1558,23,1,cuillère à café
1558,175,1,cuillère à café
1558,367,3.5,tasses
1558,231,2,tasses
1559,339,1,rouge
1559,339,1,jaune
1559,339,1,orange
1559,205,0.75,tasse
1559,100,1,clou de girofle
1559,210,5,feuilles
1559,111,0.5,cuillère à café
1559,14,0.5,cuillère à café
1559,22,0.25,cuillère à café
1560,15,2,tasses
1560,31,1,cuillerée à soupe
1560,302,1,cuillerée à soupe
1560,817,4,tasses
1560,14,1,cuillerée à soupe
1560,348,1,tasse
1560,4,0.25,tasse
1560,50,1,cuillerée à soupe
1561,1967,0.5,
1561,542,1,
1561,57,2,
1561,14,0.25,cuillère à café
1561,22,0.25,cuillère à café
1561,23,0.25,cuillère à café
1561,4,2,cuillères à soupe
1561,718,1,tasse
1561,35,1,cuillerée à soupe
1561,348,2,tasses
1561,49,0.5,tasse
1562,2101,0.5,livre
1562,42,1,jaune
1562,261,2,tiges
1562,154,1,
1562,50,1,cuillerée à soupe
1562,111,1,cuillerée à soupe
1562,51,1,cuillerée à soupe
1562,879,2,cuillères à soupe
1562,315,0.5,tasse
1562,15,3,tasses
1562,34,1,cuillerée à soupe
1562,128,1,
1562,100,2,clous de girofle
1562,33,2,cuillères à café
1562,117,1,cuillère à café
1562,22,0.25,cuillère à café
1562,235,1,tasse
1562,2102,1,tasse
1562,97,0.5,tasse
1562,5,,sel
1562,2103,16,homard
1562,315,1,cuillerée à soupe
1562,33,1,cuillère à café
1563,805,1,livre
1563,42,1,
1563,339,1,vert
1563,1209,1,pot
1563,1740,1,
1563,19,1,cuillère à café
1563,2104,1,
1563,348,2,tasses
1564,231,0.5,tasse
1564,2105,1,
1564,52,2,cuillères à soupe
1564,442,2,cuillères à soupe
1564,49,0.25,tasse
1565,2106,2,grand
1565,134,2,cuillères à soupe
1565,14,1,pincer
1565,134,1,cuillerée à soupe
1565,100,2,clous de girofle
1565,158,0.5,cuillère à café
1565,1209,3,tasses
1565,15,0.5,tasse
1565,719,0.75,tasse
1565,49,0.5,tasse
1565,304,0.25,tasse
1565,5,,sel
1565,127,0.75,tasse
1565,49,0.5,tasse
1565,134,2,cuillères à soupe
1566,282,1,cuillerée à soupe
1566,15,2,tasses
1566,302,1,cuillerée à soupe
1566,42,0.5,tasse
1566,205,1,cuillerée à soupe
1566,117,1,cuillerée à soupe
1566,3,5,tasses
1566,49,0.25,tasse
1566,36,2,cuillères à soupe
1567,126,3,livres
1567,42,1,grand
1567,625,2,
1567,140,2,
1567,143,,sol
1567,974,1,
1567,107,0.5,tasse
1567,10,1,tasse
1567,270,1,cuillerée à soupe
1567,113,1,cuillerée à soupe
1567,519,1,cuillerée à soupe
1567,500,1,cuillerée à soupe
1567,49,0.5,tasse
1568,58,1,tasse
1568,235,0.75,tasse
1568,3,2,cuillères à soupe
1568,35,1,cuillère à café
1568,14,1,cuillère à café
1569,70,1,tasse
1569,186,1,cuillère à café
1569,31,2,tasses
1569,52,0.5,tasse
1569,99,0.5,tasse
1569,455,0.5,tasse
1569,275,4,œuf
1569,30,1,cuillère à café
1569,469,4,œuf
1569,3,2,tasses
1569,447,1,
1569,148,1,tasse
1569,77,1,
1569,2,0.5,tasse
1569,69,4,tasses
1569,30,1,cuillère à café
1569,148,1,tasse
1570,101,12,Rome
1570,100,1,cuillerée à soupe
1570,341,2,cuillères à soupe
1570,210,1,tasse
1570,68,1,cuillère à café
1570,195,,sel
1570,143,,fraîchement
1570,752,0.33000001311302,tasse
1570,100,3,clous de girofle
1570,752,0.25,tasse
1570,1814,1,miche de pain
1571,134,3,cuillères à soupe
1571,21,4,feuilles
1571,213,1,livre
1571,93,1,
1571,405,0.25,tasse
1571,49,2,cuillères à soupe
1571,21,1,cuillère à café
1571,35,1,cuillère à café
1571,343,1,cuillère à café
1571,22,0.5,cuillère à café
1571,199,1,
1571,128,1,grand
1571,334,1,tasse
1571,95,0.33333334326744,tasse
1571,34,1,cuillerée à soupe
1571,2107,2,cuillères à café
1572,2061,1,
1572,348,4,tasses
1572,719,2,tasses
1572,49,1,tasse
1572,100,1,cuillerée à soupe
1572,93,1,
1572,50,2,cuillères à soupe
1572,1884,2,bocaux
1573,48,1,tasse
1573,49,1,tasse
1573,253,1,cuillère à café
1573,19,1,cuillerée à soupe
1573,134,0.5,tasse
1573,359,2,côte en T
1574,1721,1,
1574,52,2,cuillères à soupe
1574,42,2,cuillères à soupe
1574,755,4,onces
1574,1880,0.5,livre
1575,302,1,
1575,15,1,tasse
1575,3,1.5,tasses
1575,1111,1,litre
1575,69,2,cuillères à soupe
1576,2108,6,coupe épaisse
1576,5,,sel
1576,134,1,cuillerée à soupe
1576,52,1,cuillerée à soupe
1576,137,1,grand
1576,44,2,côtes
1576,43,1,grand
1576,117,1,cuillère à café
1576,140,0.25,tasse
1576,3,2,cuillères à soupe
1576,235,1,tasse
1576,914,1,baie
1576,51,0.5,cuillère à café
1576,36,0.5,cuillère à café
1576,175,0.125,cuillère à café
1576,46,2,tasses
1576,315,1,cuillerée à soupe
1576,33,1,cuillerée à soupe
1577,353,20,livres
1577,134,1,cuillerée à soupe
1577,42,2,tasses
1577,68,0.25,tasse
1577,762,0.25,tasse
1577,100,3,clous de girofle
1577,44,2,cuillères à soupe
1577,50,2,cuillères à soupe
1577,2109,2,cuillères à soupe
1577,14,2,cuillères à café
1577,142,2,baie
1577,22,0.25,cuillère à café
1578,805,1,livre
1578,34,0.5,tasse
1578,2110,1,livre
1578,2111,0.5,tasse
1578,100,3,cuillères à soupe
1578,51,1,cuillerée à soupe
1578,35,1,cuillerée à soupe
1578,283,1,cuillerée à soupe
1578,14,2,cuillères à café
1578,22,1,cuillère à café
1578,15,3,tasses
1578,923,3,roux
1578,1464,8,onces
1578,281,1,moyen
1578,482,8,onces
1578,59,8,onces
1578,4,1,tasse
1579,57,2,
1579,14,1.5,cuillères à café
1579,2112,0.5,tasse
1579,2112,2.5,cuillères à soupe
1579,2113,0.5,once
1579,31,1,cuillère à café
1579,2048,2,tasses
1579,2114,2,tasses
1579,990,0.25,tasse
1579,52,6,cuillères à soupe
1579,1056,1,
1579,269,3,cuillères à soupe
1579,164,0.25,tasse
1579,205,2,cuillères à soupe
1579,614,2,anchois
1579,1077,1,cuillerée à soupe
1579,296,2,onces
1579,77,3,cuillères à soupe
1579,585,0.75,tasse
1579,142,4,laitue
1579,348,4,tranches
1579,1589,3,tranches
1580,2115,2,
1580,805,0.5,livre
1580,1777,0.5,livre
1580,2116,2,livres
1580,195,,sel
1580,143,,sol
1580,42,1,grand
1580,100,3,clous de girofle
1580,15,1.5,tasses
1580,140,1,
1580,49,0.25,tasse
1580,50,1,cuillerée à soupe
1580,111,1,cuillerée à soupe
1580,35,1,cuillerée à soupe
1581,567,1,spaghetti
1581,369,8,onces
1581,822,6,onces
1581,509,2,Anglais
1581,371,1,petit
1581,100,1,clou de girofle
1581,68,0.25,tasse
1581,33,1,cuillerée à soupe
1581,134,0.25,tasse
1581,500,1,cuillerée à soupe
1581,143,,sol
1582,52,4,cuillères à soupe
1582,63,4,porc
1582,235,0.5,tasse
1582,14,1,cuillère à café
1582,22,0.125,cuillère à café
1582,36,0.5,cuillère à café
1582,100,2,clous de girofle
1583,2117,1,grand
1583,52,3,cuillères à soupe
1583,42,1,grand
1583,100,3,clous de girofle
1583,101,1,
1583,134,4,cuillères à soupe
1583,14,4,cuillères à café
1583,22,1,cuillère à café
1583,12,1,cuillerée à soupe
1583,97,1,tasse
1583,697,1,
1583,52,1,cuillerée à soupe
1583,100,1,clou de girofle
1583,35,1,bouquet
1584,134,0.25,tasse
1584,2118,1,
1584,134,2,cuillères à soupe
1584,100,1,clou de girofle
1584,35,1,cuillère à café
1584,117,0.5,cuillère à café
1584,158,0.25,cuillère à café
1584,36,8,brins
1584,369,6,moyen
1584,2041,1,cuillerée à soupe
1585,134,0.25,tasse
1585,2119,2,livres
1585,5,,sel
1585,42,1,
1585,1759,1,céleri
1585,43,1,
1585,1807,0.5,grand
1585,100,4,clous de girofle
1585,1740,1,
1585,235,2.5,tasses
1585,20,4,brins
1585,51,3,brins
1585,36,1,brin
1585,15,3,tasses
1585,36,3,brins
1585,41,1,
1585,158,1,cuillère à café
1586,134,1,cuillerée à soupe
1586,42,1,
1586,100,2,clous de girofle
1586,46,1,carton
1586,1965,4,tasses
1586,101,1,
1586,217,2,tasses
1586,490,2,
1586,136,2,
1586,44,2,tiges
1586,1025,1,
1586,206,1,cuillerée à soupe
1586,14,1,cuillère à café
1586,22,0.25,cuillère à café
1586,856,2,tasses
1587,1887,1,
1587,205,3,cuillères à soupe
1587,822,0.5,tasse
1587,1211,0.25,tasse
1587,2120,1,cuillère à café
1587,158,1,cuillère à café
1587,100,1,clou de girofle
1587,603,0.125,cuillère à café
1587,443,1,petit
1587,490,1,grand
1587,406,1,grand
1587,42,1,petit
1587,101,10,cerise
1588,15,2.25,tasses
1588,4,1,tasse
1588,52,1,cuillerée à soupe
1588,2121,1,tasse
1588,49,1,tasse
1588,210,2,frais
1588,5,,sel
1588,52,1,cuillerée à soupe
1588,101,2,
1589,353,4,livres
1589,52,1,tasse
1589,100,6,clous de girofle
1589,51,0.25,tasse
1589,237,2,cuillères à soupe
1589,117,2,cuillères à café
1590,599,1,grand
1590,134,2,cuillères à soupe
1590,21,1,cuillère à café
1590,5,,sel
1590,2122,1,pot
1590,137,1,petit
1590,100,4,clous de girofle
1590,1103,,olive
1590,217,1,sac
1590,2123,1,livre
1590,206,1,cuillère à café
1590,389,0.5,cuillère à café
1590,717,9,lasagnes
1590,719,10,onces
1590,57,2,grand
1590,348,1,tasse
1590,49,0.5,tasse
1591,803,1,bœuf
1591,42,1,
1591,136,2,grand
1591,44,2,côtes
1591,1289,10,entier
1591,175,5,entier
1591,100,1,clou de girofle
1591,1009,1,cannelle
1591,36,1,brin
1591,142,2,baie
1591,2124,1,
1591,134,3,cuillères à soupe
1591,14,1,cuillère à café
1592,134,2,cuillères à soupe
1592,92,3,grand
1592,100,3,clous de girofle
1592,339,1,rouge
1592,244,2,livres
1592,954,1,tasse
1592,2125,2,
1592,762,1,tasse
1592,140,1,
1592,44,1,tige
1592,142,2,baie
1592,206,1,cuillerée à soupe
1593,410,1.5,tasses
1593,52,0.5,tasse
1593,57,2,
1593,3,2.75,tasses
1593,868,0.75,tasse
1593,1569,0.75,tasse
1593,122,0.25,tasse
1593,366,3,carrés
1593,366,3,carrés
1593,32,2.5,cuillères à café
1593,14,1,cuillère à café
1593,616,1,cuillère à café
1594,2126,1,
1594,2127,0.25,livre
1594,658,0.25,livre
1594,720,0.25,livre
1594,348,0.5,tasse
1595,134,3,cuillères à café
1595,102,1.5,tasses
1595,15,1.5,tasses
1595,2128,0.75,tasse
1595,2129,1.5,tasses
1595,137,0.5,tasse
1595,43,0.5,tasse
1595,2130,1,moyen
1595,1515,0.5,cuillère à café
1595,860,0.5,cuillère à café
1595,2131,3,tranches
1595,2132,3.5,onces
1596,2133,1,
1596,205,1,cuillerée à soupe
1596,1834,7,clous de girofle
1596,52,0.5,tasse
1596,97,1.5,tasses
1596,91,0.25,tasse
1596,1409,0.5,tasse
1596,49,2,tasses
1596,1324,0.5,tasse
1596,454,,kascher
1596,381,,sol
1596,50,10,feuilles
1597,57,12,
1597,52,0.5,tasse
1597,99,0.33300000429153,tasse
1597,3,6,tasses
1597,14,1,cuillerée à soupe
1597,1510,2,cuillères à soupe
1597,32,3,cuillères à soupe
1598,205,1,cuillerée à soupe
1598,805,1,livre
1598,100,2,cuillères à soupe
1598,42,1,
1598,339,1,vert
1598,2134,1,doux
1598,14,0.5,cuillère à café
1598,490,1,
1598,101,1,
1598,625,2,
1598,101,1,
1598,140,1,cuillerée à soupe
1598,111,2,cuillères à café
1598,50,2,cuillères à café
1598,18,1,cuillère à café
1598,36,1,cuillère à café
1598,35,1,cuillère à café
1598,22,0.5,cuillère à café
1598,158,0.5,cuillère à café
1599,876,1.75,tasses
1599,1944,0.5,tasse
1599,3,3,tasses
1599,32,2,cuillères à café
1599,14,0.5,cuillère à café
1599,52,0.25,tasse
1599,31,1,tasse
1599,57,3,
1599,30,2,cuillères à café
1599,864,0.75,tasse
1599,93,1,
1599,31,3,cuillères à soupe
1600,697,1,
1600,205,0.25,tasse
1600,100,2,clous de girofle
1600,2034,1,rouge
1600,2135,2,onces
1600,315,4,cuillères à soupe
1600,154,1,petit
1601,2136,1,tasse
1601,14,0.5,cuillère à café
1601,22,0.5,cuillère à café
1601,112,1,pincer
1601,1012,0.5,tasse
1601,293,1,œuf
1601,49,0.33333334326744,tasse
1601,2137,1,
1601,52,2,cuillères à soupe
1601,100,1,clou de girofle
1601,2138,,haché
1601,49,1,cuillerée à soupe
1602,126,1,livre
1602,127,0.5,tasse
1602,206,0.5,cuillère à café
1602,100,3,clous de girofle
1602,348,0.75,tasse
1602,49,0.75,tasse
1602,93,1,
1602,42,0.5,petit
1602,199,6,blanc
1602,145,4,cloche
1602,718,1,
1603,44,0.25,tasse
1603,383,0.25,tasse
1603,406,0.25,tasse
1603,1126,0.25,tasse
1603,43,0.25,tasse
1603,50,2,cuillères à soupe
1603,111,2,cuillères à soupe
1603,51,0.25,cuillère à café
1603,14,1,cuillerée à soupe
1603,22,1,cuillerée à soupe
1603,134,3,cuillères à soupe
1603,281,0.25,tasse
1603,100,4,clous de girofle
1603,101,20,mûr
1603,762,0.5,tasse
1603,53,2,cuillères à soupe
1604,213,1,entier
1604,15,3,quarts
1604,136,11,
1604,44,6,tiges
1604,92,2,
1604,252,0.5,tasse
1604,357,6,onces
1604,1141,0.5,tasse
1604,14,2,cuillères à café
1604,22,1,cuillère à café
1604,111,0.5,cuillère à café
1604,68,1,cuillerée à soupe
1604,46,3,
1604,57,4,
1605,1967,10,onces
1605,244,1.5,livres
1605,606,3,tasses
1605,57,2,
1605,19,1,cuillère à café
1605,35,2,cuillères à soupe
1605,64,,sel
1605,140,1,
1605,625,2,
1606,856,1,
1606,805,1,livre
1606,42,1,petit
1606,100,2,clous de girofle
1606,716,1,rouge
1606,490,1,petit
1606,572,1,petit
1606,199,1,tasse
1606,64,,sel
1606,101,1,
1606,625,1,tasse
1606,51,0.25,cuillère à café
1606,50,0.25,cuillère à café
1606,111,0.25,cuillère à café
1606,49,1,tasse
1607,1967,1,
1607,52,2,cuillères à soupe
1607,406,0.67,tasse
1607,199,0.67,tasse
1607,42,0.5,tasse
1607,437,2,tasses
1607,770,2,
1607,57,2,
1607,49,6,cuillères à soupe
1607,22,1,cuillère à café
1607,625,2,
1607,20,2,cuillères à café
1607,31,1,cuillère à café
1607,19,0.5,cuillère à café
1607,348,0.67,tasse
1608,235,0.75,tasse
1608,15,0.25,tasse
1608,111,2,cuillères à soupe
1608,22,2,cuillères à café
1608,14,1,cuillère à café
1608,47,2,grand
1608,158,1,pincer
1608,101,2,Rome
1608,199,2,grand
1608,100,1,clou de girofle
1608,49,0.25,tasse
1608,1589,2,tranches
1608,853,4,onces
1609,93,1,
1609,4,2,cuillères à soupe
1609,3,0.5,tasse
1609,14,1,cuillère à café
1609,17,0.5,cuillère à café
1609,47,6,
1609,52,4,cuillères à soupe
1609,199,0.5,livre
1609,42,0.25,tasse
1609,46,1,tasse
1609,235,0.5,tasse
1609,68,2,cuillères à soupe
1609,53,1,cuillerée à soupe
1609,35,1,cuillerée à soupe
1610,349,0.25,tasse
1610,31,6.5,cuillères à soupe
1610,275,5,œuf
1610,1012,3.5,onces
1610,97,1.5,tasses
1610,2139,2,cuillères à soupe
1611,697,1,
1611,47,4,
1611,14,1,cuillère à café
1611,22,0.5,cuillère à café
1611,134,1,cuillerée à soupe
1611,276,3,tranches
1611,1035,0.5,pot
1611,100,4,clous de girofle
1611,50,1,cuillère à café
1611,158,1,pincer
1611,4,1,tasse
1611,53,1,cuillerée à soupe
1611,46,2,tasses
1611,348,1,
1611,49,1,tasse
1612,2140,3.5,livres
1612,134,1,cuillerée à soupe
1612,427,,sel
1612,137,1,grand
1612,100,6,clous de girofle
1612,2141,4,tasses
1612,46,2,tasses
1612,2142,0.25,tasse
1612,51,2,brins
1612,111,2,brins
1612,36,1,brin
1612,117,1,cuillère à café
1612,1977,0.25,cuillère à café
1613,320,1,
1613,205,0.25,tasse
1613,34,2,cuillères à soupe
1613,137,1,moyen
1613,100,3,cuillères à café
1613,462,4,onces
1613,1589,4,onces
1613,58,2.5,tasses
1613,654,1,tasse
1613,827,3,grand
1613,50,0.25,tasse
1613,1211,0.25,tasse
1613,5,,sel
1614,1742,5,tasses
1614,100,1,clou de girofle
1614,31,0.5,cuillère à café
1614,531,1,anchois
1614,603,0.33,tasse
1614,205,0.33,tasse
1614,101,3,mûri sur la vigne
1614,369,1,pinte
1614,5,,sel
1614,348,0.67,tasse
1614,371,0.25,tasse
1614,210,0.5,tasse
1615,46,6,tasses
1615,5,,sel
1615,57,3,grand
1615,654,0.5,once
1615,1613,0.5,once
1615,35,2,cuillères à soupe
1615,1949,2,cuillères à soupe
1615,112,1,pincer
1615,23,1,pincer
1615,134,1,cuillerée à soupe
1615,158,1,pincer
1616,567,1,spaghetti
1616,42,1,
1616,100,2,cuillères à soupe
1616,1091,2,
1616,50,1,cuillerée à soupe
1616,2143,1,cube
1616,149,,noir
1616,164,1,
1616,348,1,tasse
1616,49,1,tasse
1617,2058,1,livre
1617,134,1,cuillerée à soupe
1617,2130,2,tasses
1617,58,1.5,tasses
1617,1735,8,onces
1617,23,0.125,cuillère à café
1617,5,,sel
1618,443,1,
1618,1840,2,cuillères à soupe
1618,974,1,
1618,1840,1,cuillère à café
1618,100,1,clou de girofle
1618,210,5,grand
1618,134,2,cuillères à soupe
1618,320,1,
1618,2144,3.5,cuillères à soupe
1618,112,1,cuillerée à soupe
1619,1790,1,livre
1619,244,0.75,livre
1619,42,0.5,tasse
1619,100,2,clous de girofle
1619,101,1,
1619,2145,2,
1619,140,2,
1619,15,0.5,tasse
1619,31,2,cuillères à soupe
1619,35,4,cuillères à soupe
1619,210,1.5,cuillères à café
1619,14,1.5,cuillères à café
1619,206,1,cuillère à café
1619,968,0.5,cuillère à café
1619,22,0.25,cuillère à café
1619,717,12,lasagnes
1619,719,16,onces
1619,93,1,
1619,348,0.75,livre
1619,49,0.75,tasse
1620,716,2,rouge
1620,339,1,jaune
1620,339,1,orange
1620,805,8,links
1620,205,0.25,tasse
1620,137,1,grand
1620,762,0.5,tasse
1620,111,0.5,cuillère à café
1620,5,,sel
1621,339,1,vert
1621,339,1,rouge
1621,339,1,jaune
1621,139,1.5,tasses
1621,281,1,grand
1621,100,12,clous de girofle
1621,86,1,tête
1621,607,0.5,tête
1621,44,2,tiges
1621,199,2,tasses
1621,134,0.25,tasse
1621,107,2,tasses
1621,101,4,
1621,249,0.75,tasse
1621,442,1,tiret
1621,5,,sel
1621,164,1,
1621,2041,1,pot
1621,50,1,bouquet
1621,1599,12,demi-pinte
1622,57,3,
1622,4,3,cuillères à soupe
1622,52,2,cuillères à soupe
1622,147,2,
1622,992,0.5,tasse
1622,42,0.25,tasse
1622,100,1.5,cuillères à café
1622,15,0.25,tasse
1622,5,,sel
1622,6,0.25,tasse
1623,1967,1,
1623,719,1,récipient
1623,1613,0.75,tasse
1623,348,0.5,tasse
1623,22,2,cuillères à café
1623,134,1,cuillerée à soupe
1623,143,,fraîchement
1623,315,1,cuillerée à soupe
1624,134,1,cuillerée à soupe
1624,42,1,
1624,43,1,
1624,935,1,
1624,31,0.5,cuillère à café
1624,5,,sel
1624,1111,0.5,tasse
1624,443,1,
1624,2146,10,onces
1624,822,2,cuillères à soupe
1624,212,2,cuillères à soupe
1624,269,2,cuillères à soupe
1625,97,1,tasse
1625,52,3,cuillères à soupe
1625,348,0.5,tasse
1625,49,2,cuillères à soupe
1625,772,0.25,tasse
1625,64,,sel
1625,543,1,cuillerée à soupe
1626,2147,5,tasses
1626,205,0.5,tasse
1626,603,0.25,tasse
1626,68,0.25,tasse
1626,35,0.25,tasse
1626,14,0.5,cuillère à café
1626,101,6,grand
1626,371,1,grand
1626,164,0.5,tasse
1626,50,0.5,tasse
1626,1924,0.5,tasse
1627,57,3,
1627,31,0.75,tasse
1627,528,0.75,tasse
1627,1239,1,cuillère à café
1627,30,1,cuillère à café
1627,3,0.75,tasse
1627,32,1,cuillère à café
1628,607,1,tête
1628,406,1,grand
1628,42,1,rouge
1628,356,0.5,tasse
1628,442,3,cuillères à soupe
1628,342,2,cuillères à soupe
1628,134,2,cuillères à café
1628,64,,sel
1629,15,0.5,tasse
1629,302,2.25,cuillères à café
1629,31,1,cuillère à café
1629,14,1,cuillère à café
1629,134,4,cuillères à soupe
1629,3,2.5,tasses
1630,282,0.5,cuillère à café
1630,302,1,
1630,15,0.67,tasse
1630,3,2,tasses
1630,14,0.5,cuillère à café
1630,134,4,cuillères à soupe
1631,525,10,
1631,1409,1,litre
1631,31,3,tasses
1631,15,4,tasses
1632,58,1,tasse
1632,5,,sel
1632,112,1,pincer
1632,2148,6,onces
1632,321,3,onces
1632,1761,2,cuillères à soupe
1632,49,2,cuillères à soupe
1632,882,0.5,
1632,323,0.25,tasse
1632,1761,1,cuillère à café
1633,469,8,œuf
1633,31,1.75,tasses
1633,2005,2.5,tasses
1633,864,2.5,tasses
1634,1967,9,blé complet
1634,134,1,cuillère à café
1634,42,0.5,tasse
1634,1713,1,livre
1634,625,3,tasses
1634,199,0.5,tasse
1634,206,3,cuillères à soupe
1634,22,0.25,cuillère à café
1634,19,0.25,cuillère à café
1634,217,6,tasses
1634,2149,2,tasses
1634,23,0.25,cuillère à café
1634,348,2,tasses
1635,99,1,cuillerée à soupe
1635,14,2,cuillères à café
1635,697,6,onces
1635,57,2,grand
1635,49,0.33333334326744,tasse
1635,52,2,cuillères à soupe
1635,606,1,tasse
1635,99,1,cuillerée à soupe
1635,244,1,livre
1635,42,1,
1635,383,0.25,tasse
1635,101,1,tasse
1635,140,6,onces
1635,31,1,cuillère à café
1635,111,1,cuillère à café
1635,14,0.5,cuillère à café
1635,19,0.25,cuillère à café
1635,348,2,onces
1636,2065,1,
1636,3,1,cuillerée à soupe
1636,2150,0.33333334326744,tasse
1636,1988,6,mince
1636,1589,2,onces
